Volt,Volt
64,-3.2
60,-3.2
60,-3.2
56,-3.2
60,-3.2
56,-3.4
-332,-3.2
-320,-3.2
-320,-3.2
-320,-3.2
-316,-3.2
-312,-3
-312,-3.2
-312,-3.2
76,-3.2
64,-3
64,-3.2
60,-3
60,-3.2
56,-3.2
56,-3.2
56,-3
-328,-3
-320,-3.2
-320,-3
-316,-3
-320,-3
-316,-3
-312,-3
-312,-3
68,-3
64,-3
60,-3
60,-3
56,-3
56,-3
56,-3
56,-3
-320,-3
-320,-3
-320,-2.8
-320,-3
-320,-2.8
-312,-2.8
-312,-3
48,-3
64,-3
60,-3
52,-3
60,-2.8
60,-3
56,-3
56,-2.6
-320,-2.8
-320,-2.8
-320,-3
-320,-2.8
-320,-2.8
-316,-2.6
-316,-2.6
-312,-3
68,-2.8
64,-2.8
60,-2.8
60,-2.8
60,-2.8
56,-2.8
56,-2.8
52,-2.8
-328,-2.6
-320,-2.8
-320,-2.6
-316,-2.6
-316,-2.6
-316,-2.6
-312,-2.6
-148,-2.8
64,-2.6
60,-2.6
60,-2.6
60,-2.6
60,-2.6
56,-2.8
56,-2.6
56,-2.6
-324,-2.6
-320,-2.6
-320,-2.6
-320,-2.6
-316,-2.6
-316,-2.6
-312,-2.4
68,-2.6
64,-2.6
60,-2.6
56,-2.6
60,-2.6
56,-2.6
56,-2.6
56,-2.6
56,-2.6
-320,-2.6
-320,-2.4
-320,-2.6
-320,-2.4
-316,-2.4
-312,-2.4
-312,-2.6
64,-2.6
60,-2.6
60,-2.4
60,-2.4
60,-2.4
56,-2.6
56,-2.4
56,-2.4
-336,-2.4
-320,-2.4
-320,-2.4
-320,-2.4
-320,-2.4
-316,-2.4
-312,-2.4
68,-2.6
60,-2.4
60,-2.4
60,-2.4
56,-2.4
60,-2.4
56,-2.4
56,-2.4
52,-2.4
-328,-2.4
-320,-2.4
-320,-2.4
-316,-2.4
-316,-2.4
-316,-2.4
-312,-2.2
64,-2.4
60,-2.4
60,-2.2
64,-2.4
56,-2.4
56,-2.4
56,-2.2
56,-2.4
56,-2.4
-328,-2.4
-320,-2.2
-320,-2.4
-320,-2.4
-316,-2.2
-316,-2
68,-2.2
60,-2.2
60,-2.4
60,-2.2
60,-2.2
56,-2.2
56,-2.4
52,-2.2
56,-2.2
56,-2.2
-324,-2
-320,-2.2
-320,-2.2
-320,-2.2
-316,-2
-308,-2
64,-2.4
60,-2.2
60,-2
60,-2
56,-2.2
56,-2
56,-1.8
56,-2.2
56,-2
-328,-2
-324,-2
-320,-2
-320,-2
-316,-1.8
-312,-2
68,-1.6
60,-2.2
60,-2
60,-2
60,-2
56,-2
56,-2
56,-1.8
52,-1.8
52,-2
-328,-1.8
-320,-1.8
-320,-1.8
-320,-1.8
-316,-1.8
-312,-1.8
64,-1.6
60,-1.8
60,-1.8
60,-1.8
56,-1.8
56,-2
56,-1.8
52,-1.8
52,-1.6
52,-1.6
-328,-1.6
-320,-1.8
-320,-1.6
-320,-1.6
-320,-1.6
68,-1.6
60,-1.6
60,-1.6
60,-1.6
56,-1.6
56,-1.6
52,-1.6
56,-1.6
52,-1.6
52,-1.6
52,-1.6
-324,-1.4
-320,-1.6
-320,-1.6
-320,-1.6
-316,-1.6
60,-1.4
56,-1.8
56,-1.6
56,-1.4
56,-1.6
56,-1.6
56,-1.2
52,-1.4
52,-1.2
52,-1.4
-328,-1.4
-320,-1.4
-320,-1.2
-320,-1.4
-316,-1.4
64,-1.2
60,-1.2
60,-1.6
56,-1.4
56,-1.2
56,-1.2
52,-1.2
52,-1.2
52,-1.2
52,-1.2
52,-1.2
-328,-1.2
-320,-1.2
-320,-1.2
-320,-1.2
-312,-1.2
60,-1
60,-1
60,-1.2
56,-1.2
56,-1.2
52,-1.2
52,-1
52,-1.2
52,-1.2
52,-1
52,-1.2
-328,-0.8
-320,-1
-320,-0.8
-320,-0.8
68,-0.8
60,-0.8
56,-1
56,-1
56,-1
52,-1
52,-0.8
52,-0.8
52,-0.8
52,-0.8
52,-0.8
52,-0.8
-328,-0.8
-320,-0.8
-320,-0.8
-316,-0.6
60,-0.6
60,-0.8
56,-1.2
56,-0.8
52,-0.8
52,-0.8
52,-0.6
52,-0.8
52,-0.8
52,-0.6
48,-0.6
-336,-0.6
-324,-0.6
-320,-0.4
-320,-0.6
64,-0.4
56,-0.6
56,-0.4
52,-0.8
52,-0.6
52,-0.6
52,-0.6
52,-0.4
52,-0.4
52,-0.4
52,-0.4
52,-0.4
-332,-0.4
-324,-0.4
-320,-0.4
-316,-0.4
60,-0.4
56,-0.4
52,-0.2
56,-0.4
52,-0.4
52,-0.4
52,-0.2
56,-0.2
52,-0.4
52,-0.4
52,-0.2
48,-0.2
-328,-0.2
-320,-0.2
-320,-0.2
60,-0.2
56,0
56,0
52,-0.2
52,-0.2
52,-0.2
52,-0.2
52,-0.2
52,-0.2
52,0
48,-0.2
52,-0.2
48,0
-328,0
-320,-0.2
-316,0
56,0
52,0
52,0
52,-0.4
52,-0.2
52,-0.2
52,0.2
52,0.2
52,0
52,0
48,0
48,0
-336,0.2
-324,0.2
-320,0
60,0.2
52,0.2
52,0
52,0.2
52,0
52,0
48,0
52,0.4
52,0.2
48,0.2
48,0.2
48,0.4
48,0.4
-332,0.4
-328,0.4
-168,0.2
56,0.4
52,0.4
52,0.4
52,0.4
52,0.2
52,0.2
52,0.4
48,0.4
52,0.4
48,0.4
48,0.4
48,0.4
48,0.4
-328,0.4
-324,0.4
56,0.4
52,0.4
52,0.4
52,0.4
52,0.4
52,0.2
48,0.4
48,0.6
48,0.4
48,0.6
48,0.4
48,0.4
44,0.6
48,0.6
-328,0.6
-112,0.6
52,0.6
52,0.6
52,0.4
48,0.6
48,0.2
48,0.4
48,0.6
48,0.6
48,0.8
48,0.6
48,0.8
48,0.8
44,0.8
-336,0.8
-328,0.8
52,0.6
52,0.6
52,0.8
48,0.8
48,0.8
48,0.4
48,0.6
48,1
48,0.8
48,0.8
48,0.8
44,0.8
44,0.8
48,0.8
-336,0.8
-72,0.8
52,0.8
52,0.8
48,0.8
48,0.8
48,0.8
48,0.8
48,0.8
44,1
44,1
48,1
44,0.8
44,1
44,1
44,1
-332,1
52,1
48,0.8
48,1
44,1
48,1.2
48,0.8
48,0.8
44,1.2
44,1
48,1
44,1
44,1.2
44,1
44,1.2
44,1
60,1.2
48,1
48,1
44,1.2
48,1.2
44,1.2
44,0.8
44,1
44,1
44,1.2
44,1.2
44,1.2
44,1.2
44,1.2
44,1.2
-336,1.2
48,1.2
44,1
44,1.2
44,1.2
44,1.2
44,1.2
44,1
44,1.2
44,1.2
44,1.2
44,1.2
44,1.2
44,1.2
44,1.2
44,1.2
52,1.2
44,1.2
44,1.2
44,1.2
44,1.2
44,1.2
44,1
44,1.2
44,1.2
44,1.2
48,1.2
44,1.2
44,1.2
40,1.4
44,1.4
44,1.4
44,1.4
44,1.4
44,1.2
44,1.2
44,1.2
44,1.4
44,1
44,1.4
44,1.4
44,1.4
44,1.4
40,1.4
44,1.4
44,1.4
44,1.4
44,1.4
44,1.4
44,1.2
44,1.4
44,1.4
44,1.4
44,1.6
40,1.2
44,1.4
44,1.4
44,1.6
40,1.6
44,1.4
44,1.6
44,1.6
40,1.6
44,1.6
40,1.6
44,1.4
44,1.4
40,1.6
44,1.6
44,1.4
44,1.6
44,1.6
44,1.6
44,1.4
44,1.6
44,1.6
380,1.6
36,1.6
36,1.6
36,1.6
416,1.6
36,1.6
36,1.6
36,1.4
36,1.6
36,1.6
36,1.6
36,1.6
36,1.6
36,1.8
36,1.6
40,1.6
404,1.8
36,1.8
36,1.8
36,1.8
408,2
32,1.8
36,1.8
36,1.6
36,1.6
36,1.8
36,1.8
36,2
36,2
36,2
36,2
248,2
28,2
36,2
36,2
36,2
376,2
28,2
36,2
36,2
36,2
36,2
36,2
36,2
36,2
36,2
36,2
408,2
32,2
36,2
36,2
408,2.2
32,2
36,2.2
36,2
36,2
36,2
36,2
36,2.4
36,2.2
36,2.2
36,2
40,2.2
400,2.4
32,2.2
36,2.4
36,2.4
400,2.2
32,2.4
32,2.4
36,2.2
36,2.4
32,2.4
36,2.4
36,2.4
36,2.4
36,2.4
36,2.4
408,2.4
32,2.4
32,2.4
32,2.4
408,2.4
400,2.4
32,2.4
28,2.4
32,2.4
32,2.4
36,2.4
32,2.4
36,2.4
36,2.4
36,2.4
36,2.4
400,2.4
28,2.6
28,2.6
32,2.6
400,2.6
16,2.6
28,2.6
32,2.4
32,2.4
32,2.6
32,2.6
32,2.6
32,2.6
36,2.6
36,2.6
408,2.6
400,2.6
28,2.6
28,2.6
412,2.6
400,2.6
24,2.6
28,2.8
28,2.6
28,2.6
28,2.6
32,2.6
32,2.8
32,2.8
36,2.8
32,2.8
400,2.8
156,2.6
28,2.8
28,2.8
400,2.8
396,2.8
28,2.8
28,3
28,2.8
28,2.8
28,2.6
28,3
28,2.8
28,3
32,2.8
412,2.8
400,2.8
24,2.8
28,2.8
36,2.8
400,3
24,3
28,3
28,2.6
28,2.8
28,2.8
28,2.8
28,3
28,3
28,3
32,3
400,3
396,3
28,3
28,3.2
400,3.2
396,3
24,3
28,3.2
28,3
28,3
28,3
28,3.2
28,3.2
28,3.2
28,3.2
408,3.2
396,3.2
28,3.2
28,3.2
28,3.2
396,3.4
396,3.4
24,3.4
28,3.2
28,3.2
28,3
28,3.2
28,3.4
28,3.4
28,3.4
28,3.4
400,3.4
396,3.4
24,3.4
28,3.4
404,3.4
396,3.4
396,3.4
24,3.4
28,3
28,3.2
28,3.4
28,3.2
28,3.4
28,3.2
28,3.4
380,3.4
396,3.4
396,3.4
24,3.4
28,3.4
396,3.4
396,3.4
8,3.4
24,3.4
24,3
28,3.4
28,3.4
28,3.8
28,3.4
28,3.4
28,3.4
396,3.4
396,3.4
24,3.6
24,3.6
300,3.4
396,3.6
396,3.6
20,3.6
24,3.6
24,3.4
24,3.4
28,3.4
28,3.6
28,3.8
28,3.6
396,3.8
396,3.6
396,3.6
20,3.6
24,3.6
396,3.8
392,3.8
392,3.6
20,3.8
24,3.4
24,3.6
24,3.6
24,3.8
28,3.8
28,3.8
28,3.8
396,3.8
396,3.8
396,3.8
20,3.8
24,3.8
396,3.8
392,3.8
8,3.8
24,3.8
20,3.6
24,3.8
24,3.8
24,4
24,3.8
28,3.8
284,3.8
396,3.8
396,3.8
4,3.8
24,3.8
396,3.8
392,4
388,3.8
12,4
20,4.2
24,3.8
24,3.8
24,3.8
24,4.2
24,4
28,4
396,3.8
392,4.2
392,4.2
16,4
24,4
396,4
392,4.2
388,4
16,4.2
20,3.6
20,3.8
24,4
24,4.2
24,4.2
24,4.2
240,4.2
396,3.8
392,4.2
388,4.2
16,4.2
184,4.2
392,4.2
388,4.2
388,4.2
16,4.2
16,4.2
20,4.2
24,4.2
20,4.2
24,4.2
24,4.2
396,4.2
392,4.2
388,4.2
12,4.2
16,4.4
396,4.2
388,4.2
388,4.4
0,4.4
16,4.4
16,4.2
16,4.2
20,4.4
24,4.4
24,4.4
28,4.4
392,4.2
388,4.4
388,4.4
16,4.4
16,4.4
388,4.4
388,4.4
388,4.4
8,4.6
16,4.2
16,4.2
20,4.4
20,4.4
24,4.4
24,4.6
396,4.4
388,4.4
388,4.6
388,4.4
16,4.6
396,4.4
388,4.6
384,4.6
384,4.6
8,4.6
16,4.6
16,4.4
20,4.6
16,4.6
20,4.6
32,4.6
388,4.6
388,4.6
384,4.6
8,4.6
16,4.6
388,4.6
388,4.8
384,4.6
380,4.8
8,4.6
16,4.6
16,4.6
16,5
16,4.6
20,4.6
392,4.6
388,4.8
388,4.6
384,4.6
8,4.8
28,5
388,4.8
384,5
380,5
-4,5
8,4.6
12,4.8
16,4.8
16,5
16,5
24,5
388,4.8
388,4.8
384,5
16,5
12,5
392,5
384,5
380,5
380,5
4,5
12,5
12,5
16,5
16,5
16,5
392,5
384,5
384,5
384,5
8,5
12,5
388,5
384,5
380,5.2
380,5.2
8,4.8
8,5
12,5
16,5.2
16,5
24,5
388,5
384,5.2
380,5.2
380,5.2
8,5.2
120,5.2
384,5.4
384,5.4
380,5.4
380,5.4
8,5
8,5
8,5.2
12,5.4
16,5.4
388,5.4
384,5.2
380,5.2
380,5.2
4,5.4
8,5.4
388,5.4
380,5.4
380,5.4
380,5.4
0,5.4
8,5.4
8,5.2
8,5.4
8,5.4
12,5.4
384,5.4
380,5.4
380,5.4
376,5.4
4,5.4
8,5.6
384,5.6
380,5.6
376,5.6
376,5.6
0,5.2
8,5.4
8,5.4
8,5.6
12,5.4
388,5.6
380,5.6
380,5.6
376,5.6
268,5.8
8,5.6
104,5.4
380,5.8
380,5.8
376,5.8
372,5.8
4,5.6
8,5.6
8,5.6
8,5.8
20,5.8
380,5.8
380,5.6
376,5.8
372,5.8
0,5.8
8,5.8
312,5.8
380,5.8
376,5.8
372,5.8
348,5.4
4,5.6
8,5.8
8,5.8
8,5.8
384,5.8
380,5.8
376,5.8
372,5.8
172,5.8
4,5.8
8,5.8
380,5.8
376,6
372,6
372,5.8
0,5.8
4,5.8
8,5.8
8,5.8
8,5.8
380,6
376,5.8
372,5.8
372,6
0,6
4,6
12,6
380,6.2
376,6
372,6
372,6
0,5.8
4,6
8,6
8,6
384,6
376,6
372,6
372,6
228,6.2
0,6.2
4,6
392,6.2
376,6.2
372,6.2
372,6.2
372,5.8
4,6.2
4,6
8,6.2
8,6.2
376,6.2
372,6.2
372,6.2
372,6.2
-4,6.2
4,6.2
4,6.2
380,6.4
376,6.2
372,6.2
372,6.4
16,6.2
0,6.2
0,6.2
8,6.2
380,6.2
372,6.2
372,6.2
372,6.2
356,6.2
0,6.2
4,6.2
8,6.4
380,6.4
372,6.4
372,6.6
368,6.2
-4,6.4
0,6.4
4,6.4
8,6.4
376,6.2
372,6.4
372,6.4
368,6.2
-8,6.4
0,6.4
0,6.6
384,6.6
376,6.6
372,6.6
368,6.6
368,6.4
0,6.6
0,6.4
0,6.4
380,6.6
372,6.4
372,6.6
368,6.6
368,6.4
-4,6.6
0,6.6
0,6.6
380,6.6
372,6.6
372,6.6
368,6.6
368,6.6
0,6.6
0,6.6
116,6.6
372,6.6
372,6.6
368,6.6
368,6.6
112,6.6
-4,6.6
0,6.6
4,6.6
372,6.6
368,6.8
368,6.8
364,6.6
0,6.6
0,6.6
0,6.8
376,6.6
372,6.6
364,6.6
364,6.8
364,6.6
-8,6.6
-4,6.6
0,6.8
376,7
372,7
368,6.8
368,7
364,6.6
-8,6.8
-4,6.8
136,6.8
368,6.8
368,6.8
364,6.8
364,7
288,6.6
-8,6.8
-4,6.8
0,7
376,7
368,7
364,7
364,6.6
364,6.8
-4,7
-4,6.8
372,7
368,7
364,6.8
364,7
364,7
-12,7
-4,6.8
-4,7
0,7
372,7
364,7.2
364,7.2
364,7
364,7
-8,7
208,7
364,7
364,7
364,7
364,7
364,7
-8,7
-4,7
-4,7
372,7
368,7
364,7
364,7
364,7
172,7
-8,7
372,7
364,7
364,7
364,7
360,7
-20,7
-8,7
-8,7.2
-4,7.2
372,7
364,7
364,7.2
364,7
364,7.2
-8,7
328,7
364,7
364,7
364,7
360,7.2
360,7
-16,7
-8,7
-4,7
-4,7
364,7.4
364,7.2
364,7.4
364,7
364,7.2
-16,7
364,7.2
364,7
360,7
356,7
356,7
-24,7
-8,7.2
-8,7.2
-8,7
372,7.4
364,7.2
364,7.4
360,7
360,7.2
360,7
364,7
360,7.2
360,7.2
356,7
356,7
356,7
-16,7
-8,7
-8,7.2
-8,7.2
364,7.2
364,7.4
364,7.4
360,7
360,7
360,7
360,7
360,7
356,7
356,7
356,7
244,7
-16,7
-12,7.2
-8,7
-8,7
364,7.4
364,7.4
360,7
360,7
356,7
356,7
356,7
360,7
356,7
356,7
352,7
-20,7
-16,7
-12,7
-8,7
372,7
364,7.4
360,7.4
356,7
356,7.2
356,7
356,7.2
356,7.2
356,7
356,7
352,7
352,7
-16,7
-16,7.2
-12,7
-8,7.2
364,7.2
360,7.2
360,7
356,7
356,7
356,7.2
356,7
356,7
356,7
352,7
352,7
-24,7.2
-16,7
-16,7
-8,7.2
-8,7.2
364,7.4
360,7.2
356,7
356,7
356,7.2
356,7
-16,7
364,7
356,7
356,7
356,7
356,7
352,7
352,7
352,7
352,7
352,7
352,7
352,7
-24,7
-20,7.2
-16,7
128,7.2
360,7.4
356,7.2
356,7.4
352,7.2
352,7.2
352,7.2
352,7
352,7
352,7
348,7
348,7
348,7
-24,7.2
-20,7
-16,7.2
356,7.4
356,7.4
352,7.2
352,7
352,7.2
352,7.2
352,7
348,7
348,7
348,7
348,7
348,7
348,7.2
-24,7
-20,7
-16,7.2
356,7.4
352,7.4
352,7.4
352,7.2
352,7.2
348,7.2
348,7
348,7.2
348,7.2
348,7
348,7
348,7.2
-32,7.4
-24,7.2
-20,7.2
360,7.4
344,7.4
348,7.4
348,7.4
348,7.2
348,7.2
348,7.2
348,7.2
348,7
348,7
348,7
348,7.2
344,7.2
-28,7.2
-24,7.4
-24,7.2
352,7.4
348,7.4
348,7.4
348,7.2
348,7.4
348,7.2
348,7.2
348,7.2
348,7.4
348,7
348,7
344,7.2
344,7.4
-24,7.2
-24,7.4
360,7.4
348,7.4
352,7.4
348,7.4
348,7.4
348,7.4
348,7.2
348,7.2
348,7
348,7.2
344,7.2
344,7.2
348,7.2
-36,7.2
-24,7.4
-24,7.4
352,7.4
352,7.4
348,7.4
348,7.4
348,7.4
348,7.2
348,7.2
344,7.2
344,7.2
344,7
344,7.2
344,7.4
344,7.2
-28,7.4
-24,7.4
148,7.4
348,7.4
348,7.4
348,7.4
348,7.4
344,7.4
344,7.2
344,7.2
344,7
344,7.2
344,7.2
344,7.2
344,7.2
344,7.4
-28,7.4
-28,7.4
352,7.4
348,7.4
344,7.4
348,7.4
344,7.4
344,7.4
344,7.2
344,7.2
344,7
344,7
344,7
344,7.2
344,7.2
-44,7.4
-28,7.4
-24,7.4
348,7.4
348,7.4
344,7.4
344,7.4
344,7.4
344,7.2
344,7.2
344,7.2
344,7
344,7
344,7.2
344,7
344,7.2
-28,7.2
-28,7.4
352,7.4
348,7.4
348,7.4
344,7.4
344,7.2
344,7.2
344,7.4
344,7.2
344,7
344,7.4
344,7
344,7
344,7.2
344,7.2
-28,7.2
-28,7.4
348,7.4
344,7.4
344,7.2
344,7.2
344,7.2
344,7.2
344,7.2
344,7
344,7
344,7.2
344,7
344,7
344,7.2
-40,7.2
-28,7.2
356,7.4
344,7.2
344,7.4
344,7.4
344,7.4
344,7.2
344,7.2
344,7
344,7
344,7
344,7
336,7
344,7.2
340,7
-32,7.2
-28,7.2
348,7.2
344,7.2
344,7.2
344,7.4
344,7
344,7
344,7
344,7.2
340,7
344,7
336,7
344,7
340,7
336,7.2
-32,7
-28,7.2
344,7.4
344,7.4
340,7.4
344,7.4
340,7.2
344,7
340,7
340,7
340,7
340,7
336,7
336,7
336,7
-40,7
-28,7
348,7
344,7
344,7
340,7.2
344,7
340,7
340,7
340,7
336,7
336,7
336,6.8
336,7
336,7
336,7
-36,7
-28,7
344,7
344,7.2
336,7.2
340,7
340,7
340,7
336,7
336,7
336,7
336,7
336,7
336,7
336,7
336,7
-32,7
348,7
344,7
336,7
344,7
336,7.2
336,7
336,7
336,7
336,7
336,6.8
336,7
336,6.8
336,7
336,7
-44,7
-32,7
344,7
340,7.2
340,7
336,7
336,7
336,7
336,7
336,7
336,7
336,6.8
336,7
336,7
336,6.8
336,7
-36,7
-32,7
340,7
336,7
336,7
336,7
336,6.8
336,6.8
336,6.8
336,6.8
336,6.6
336,6.6
336,6.8
336,6.8
336,7
-36,6.8
-36,7
344,7
336,7
336,7
336,7
336,7
336,7
336,7
336,6.6
336,6.8
336,6.8
336,7
336,6.8
336,6.8
336,6.8
-44,6.8
-36,6.8
340,7
336,7
336,7
340,7
336,6.8
336,6.8
336,6.8
336,6.6
336,6.6
336,6.6
336,6.6
336,6.8
336,6.8
332,6.8
-40,6.8
180,7
336,7
336,7
336,7
336,7
336,6.6
336,6.8
336,6.6
336,6.8
336,6.6
332,6.6
332,6.6
332,6.8
332,6.8
-52,6.8
-36,6.8
340,6.8
336,6.8
336,6.8
336,7
336,6.8
336,6.8
336,6.6
336,6.6
332,6.6
332,6.6
328,6.6
332,6.6
332,6.6
328,6.6
-44,6.6
-36,6.6
336,6.8
336,6.8
336,6.8
336,6.8
332,6.6
332,6.6
332,6.6
332,6.6
332,6.6
332,6.6
332,6.6
332,6.6
332,6.6
328,6.6
-44,6.6
236,6.6
336,6.6
336,6.6
332,6.6
328,6.6
328,6.6
332,6.6
332,6.6
328,6.6
328,6.6
328,6.6
328,6.6
328,6.6
328,6.6
-52,6.6
-40,6.6
336,6.6
336,6.6
332,6.6
332,6.6
336,6.6
328,6.6
332,6.4
328,6.6
328,6.4
328,6.4
328,6.4
328,6.6
328,6.6
328,6.6
-44,6.6
-36,6.6
336,6.6
332,6.6
332,6.6
332,6.6
332,6.6
328,6.4
328,6.4
328,6.4
332,6.6
328,6.2
328,6.4
328,6.4
328,6.4
-68,6.4
-44,6.6
128,6.6
336,6.4
332,6.6
328,6.6
328,6.6
332,6.6
328,6.4
328,6.4
328,6.2
328,6.2
328,6.4
328,6.4
328,6.4
328,6.4
-52,6.4
-44,6.4
336,6.6
332,6.4
332,6.4
328,6.4
328,6.2
328,6.4
328,6.2
328,6.2
328,6.2
324,6.2
328,6.2
324,6.2
324,6.2
268,6.2
-48,6.2
-24,6.2
336,6.2
332,6.4
328,6.2
328,6.2
328,6.2
328,6.2
328,6.2
328,6.2
328,6.2
324,6
324,6.2
324,6.2
324,6.2
-56,6.2
-44,6.2
4,6.2
332,6.4
332,6.2
328,6.2
328,6.2
328,6.2
328,6
328,6.2
328,6.2
324,6
324,6
324,6
324,6
244,6
-44,6
-44,6.2
344,6
328,6.2
328,6.2
328,6.2
328,6
328,6
328,6
328,6
324,6
324,6
324,6
324,6
324,6
-48,6
-48,6
-44,6.2
336,6
332,6.2
328,6
328,6.2
324,6
324,6
328,6
324,6
324,5.8
324,5.8
324,5.8
324,5.8
308,6
-52,5.8
-44,5.8
-40,6
332,6
328,6
328,6
328,5.8
328,5.8
328,5.8
324,5.8
324,5.8
324,5.8
324,5.8
324,5.8
324,5.8
80,5.8
-52,5.8
-44,5.8
344,6
328,5.8
328,6
328,5.8
328,5.8
324,5.8
328,5.8
324,5.8
328,5.8
324,5.8
324,5.8
324,5.8
320,5.8
-52,5.8
-52,5.8
-44,5.8
332,5.8
328,5.8
328,5.8
328,5.8
324,5.8
324,5.6
324,5.6
324,5.6
324,5.4
324,5.6
324,5.6
324,5.6
124,5.6
-48,5.6
-48,5.8
-44,5.8
328,5.8
328,5.6
324,5.6
324,5.4
320,5.8
324,5.6
324,5.6
324,5.4
324,5.4
320,5.4
320,5.4
320,5.6
-56,5.4
-52,5.4
-44,5.4
332,5.8
328,5.6
328,5.6
324,5.8
324,5.4
324,5.4
324,5.4
324,5.4
324,5.4
320,5.4
320,5.4
320,5.4
252,5.4
-52,5.4
-52,5.4
-44,5.4
328,5.4
328,5.6
328,5.6
324,5.4
324,5.4
324,5.4
320,5.4
324,5.4
320,5.4
320,5.2
320,5.4
320,5.4
48,5.4
-52,5.4
-52,5.4
-44,5.4
328,5.4
324,5.4
324,5.4
324,5.4
324,5.4
324,5.2
320,5.4
320,5.2
320,5.2
320,5
320,5.2
320,5.2
-56,5.4
-52,5.2
-44,5.2
332,5.4
328,5.4
324,5.4
324,5.2
324,5.2
320,5.4
320,5.2
324,5
320,5
320,5
320,5
320,5
88,5.2
-52,5
-52,5
-48,5.2
328,5.2
324,5.4
324,5
324,5
320,5
324,5
320,5
320,5
320,5
320,5
320,5
320,5
-60,5
-52,5
-52,5
-48,5.2
328,5
324,5.2
324,5.2
320,5
324,5
320,5
320,5
320,5
320,5
320,5
320,5
104,5
-52,5
-52,5
-48,5
328,5
324,5
324,5
320,5
320,5
320,5
320,5
320,5
320,4.8
320,5
320,5
320,5
-52,5
-52,5
-52,5
-48,5
324,5
324,5
324,5
320,5
320,5
320,5
320,4.8
320,4.8
320,4.8
320,4.8
316,4.8
228,4.8
-56,4.8
-52,4.8
-52,4.8
-48,5
328,5
324,5
320,4.6
320,5
320,5
320,4.8
320,4.8
320,4.6
320,4.6
320,4.8
320,4.8
-24,4.8
-52,4.8
-52,4.6
-52,4.8
336,4.6
324,4.8
320,4.8
324,4.8
320,4.8
320,4.6
320,4.6
320,4.6
320,4.6
316,4.6
316,4.6
316,4.6
-60,4.6
-52,4.6
-52,4.6
-52,4.6
324,4.8
324,4.8
320,4.6
320,4.6
320,4.6
320,4.6
320,4.6
320,4.6
316,4.6
316,4.6
312,4.6
8,4.6
-52,4.6
-52,4.6
-52,4.6
-52,4.6
324,4.6
320,4.6
320,4.6
320,4.6
320,4.6
320,4.4
320,4.6
316,4.4
312,4.4
312,4.4
316,4.4
-60,4.4
-52,4.4
332,4.4
320,4.4
320,4.6
320,4.4
316,4.6
-68,4.6
-52,4.6
-52,4.4
-52,4.4
-52,4.2
328,4.4
320,4.4
320,4.2
320,4.2
320,4.2
320,4.2
320,4.2
316,4.2
316,4.2
316,4.2
316,4.2
-60,4.2
-56,4.2
-52,4.2
-52,4.2
-52,4.2
324,4.4
320,4.2
320,4.2
320,4.2
320,4.2
320,4
320,4
320,4
316,4.2
312,4
312,4.2
-68,4
-52,4.2
-52,4.2
-52,4.2
292,4.2
324,4.2
320,3.8
320,3.8
320,4
320,4
320,3.8
320,4.2
316,3.8
316,3.8
316,3.8
-64,4
-56,4
-52,4
-52,4
-52,4
332,4
324,4
320,3.8
320,3.8
320,3.8
320,3.8
316,3.8
316,3.8
316,3.8
312,3.8
312,3.8
-60,3.8
-56,3.8
-52,3.8
-52,4
-52,3.8
328,3.8
320,3.6
320,3.6
320,3.6
320,3.8
316,3.6
316,3.4
312,3.6
312,3.8
316,3.8
-64,3.6
-48,3.8
-56,3.8
-52,3.8
-52,3.8
-48,3.8
324,3.8
320,3.4
320,3.6
320,3.6
320,3.4
316,3.4
316,3.6
312,3.6
316,3.6
312,3.4
-60,3.4
-56,3.4
-52,3.6
-52,3.6
-52,3.6
336,3.6
320,3.6
320,3.4
320,3.4
320,3.4
316,3.4
316,3.4
316,3.6
316,3.4
312,3.4
-68,3.4
-60,3.4
-56,3.4
-52,3.4
-52,3.4
-52,3.4
328,3.4
320,3.4
320,3.4
320,3.4
320,3.4
316,3.4
316,3.4
312,3.4
312,3.4
312,3.4
-60,3.4
-56,3.4
-52,3.4
-52,3.4
-52,3.4
-52,3.4
324,3.4
320,3.4
320,3.4
320,3.4
320,3.4
320,3.2
312,3.4
316,3.4
312,3.4
-68,3.4
-60,3.2
-60,3.4
-52,3.4
-52,3.4
-52,3.4
336,3.4
320,3
320,3.4
320,3.2
320,3.2
316,3.2
312,3.2
312,3.4
312,3.2
312,3.2
-64,3.2
-60,3.4
-56,3.4
-52,3.2
-52,3.4
-52,3.4
324,3.4
320,3.2
320,3.2
320,3.2
320,3.2
316,3
312,3
312,3.2
312,3
-76,3.2
-60,3.2
-56,3.2
-52,3.2
-52,3.2
-52,3.2
-52,3.2
324,2.8
320,3.2
320,3
320,3
320,3
312,3
312,3
312,3
312,3
-60,3
-56,3
-56,3
-52,3.2
-52,3
-52,3.2
-52,3.2
324,3
320,3
320,3
316,3
320,3
312,2.8
312,3
312,3
-68,3
-60,3
-56,2.8
-52,3
-52,3
-52,3
-52,3
328,2.6
320,3
320,3
320,2.8
316,2.8
316,2.8
312,2.8
312,3
312,2.8
-64,2.8
-56,3
-52,2.8
-52,3
-52,3
-52,3
-48,3
324,2.8
320,2.8
320,2.8
316,2.8
316,2.8
312,2.8
312,2.8
312,2.8
124,2.8
-60,2.8
-56,2.8
